feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_1_encoded,category_2_Region A,category_2_Region B,category_2_Region C
0.48855810291413493,0.5594607158720599,-0.4374717540896136,0.41083406679547024,1.3632136143816969,-1.1568397298015827,-1.218680982192173,-1.1057967320624895,1,2,0,0,1
-0.1348373772647646,-0.030220280201660153,-0.00029329755336364113,0.20120782536637036,1.224232193008736,-1.3085831255520617,-1.255315010599211,-0.9581414072745486,0,1,1,0,0
0.6367784853029205,0.6807813936616578,-0.5150162768434515,0.8382850356474656,-0.4292681719558029,1.0294445481140775,1.1132566301382203,0.7381818622907502,1,3,0,0,1
1.4961522449200715,1.296858636911661,-1.6536668644342232,1.2977357044976252,1.5317006353740006,1.8111162472053735,1.9847332948118503,1.6762076639041366,1,3,0,1,0
-0.2289772880872827,-0.24374372073507955,0.3839648525239292,-0.21167146163271844,1.0613019650598623,0.1137024532933768,0.8749648276474242,-0.19962048541924357,0,1,0,0,1
-0.22896116979833028,-0.34135616487383436,0.1779548734220757,-0.33919368967780006,1.2200900905747432,-0.17170461723401023,0.42380939259175854,-0.40896624509275287,0,1,1,0,0
1.5513103412852736,1.521508124489442,-1.9377246235956855,1.6218456062676523,1.5014022341305358,1.0761671872356937,1.4328554868449304,0.8702563937321147,1,3,1,0,0
0.7543403234706535,0.8446310250623386,-0.9723144979049846,0.6931433628354449,1.5175006242989837,0.35685904235964805,0.7599494140207974,0.7314270666324176,1,3,1,0,0
-0.4600056856875359,-0.42846628401723447,0.38328777249593343,-0.25624026168920366,-0.8966191883786659,-0.0006433789231736072,-2.668219132117502,-2.355062624036961,0,1,1,0,0
0.5335676946267598,0.6415572597846296,-0.27304097846365616,0.7151663622686182,-1.2858830972647173,1.0457593111215817,0.4032164145443444,1.6271524321032738,1,3,0,0,1
-0.454059475871248,-0.4189824284635225,0.645144647389502,-0.46662516209604654,0.6649428963431827,-1.400556219029593,-0.9574666335561578,-1.0832100882290778,0,1,0,1,0
-0.45632936111981753,-0.581311855111967,0.79290417821082,-0.6729753226276909,0.2227376089693174,-0.00956224071239524,-0.04999556815534573,0.2281998674767936,0,1,0,1,0
0.2384532837443427,-0.00991876011736106,-0.00029329755336364113,0.15844610561826977,-0.5940072716313166,-0.4606709643295047,-0.44472582589425924,-0.7059139781083764,0,2,0,1,0
-1.8774743267968388,-1.8528890985152848,1.814984767781107,-1.8796178330103968,0.6426858059637155,-0.6697342278206808,-0.13933250006050024,-0.6705349152048705,0,0,0,1,0
-1.692547931903906,-1.7044493723245444,1.695142010774478,-1.8381967420655414,-1.5134297818735607,0.0520086573414031,-0.4179325644220299,-0.23711390837648158,0,0,0,1,0
-0.5511257759159012,-0.644185947559914,0.4805227039280579,-0.7157351020620952,-1.564655923424879,0.9407461722325547,0.29029388952905455,0.8015799240339434,1,0,0,1,0
-0.9934507657816831,-1.1545511435860947,0.881472957827809,-1.0010960946209615,-0.5008834287467051,0.03561669010223658,-0.3601553812122436,-0.08364068244628238,0,0,1,0,0
0.30941975517856635,0.234956790145821,-0.6892109189851119,-0.07542563184700259,-1.0567150386171351,1.4826517762342266,1.2667960830498932,1.3758195179148647,0,2,0,0,1
-0.8905555610749508,-0.9052589878464732,0.9081818813667498,-0.9713075967110522,0.760827569047425,1.6129211366843266,1.8514792910547206,1.7115191765996471,0,0,1,0,0
-1.3856363585542513,-1.3134665261447438,1.1598374259372064,-1.1012572287033309,1.5556748187445804,1.603337828838142,2.460517764218194,1.4348647677606372,0,0,0,1,0
1.4398178758541569,1.4488538571555187,-1.4840099446861554,1.421139842662192,0.5636322871342131,-0.05588071777569384,0.14746146270938487,0.15065313657668616,1,3,0,1,0
-0.22075302444188324,-0.06344992515163358,0.6504612147833624,-0.00614416882976484,0.5399286370062492,-0.4992265416798602,-0.33128114377560786,-0.8336401120472838,1,1,1,0,0
0.06720115988913156,-0.03520686270046788,-0.172903375335256,0.18112386788745483,-1.7053345297430076,-0.03263084205213783,-0.36356725712751076,0.07516947401560545,0,2,1,0,0
-1.397853837076718,-1.3046106132330495,1.4702487610494388,-1.1272160023222508,0.04629682943178904,1.183947010113459,0.983074324767475,0.9987089086266299,0,0,0,1,0
-0.5335475821050876,-0.5267438290695422,0.72771575599537,-0.6090444852360489,1.102178832557953,1.1210106649323297,1.0445554351959567,1.109315806351869,0,0,1,0,0
0.1098039652436109,0.17602210004493213,-0.057665519187767605,0.15474136632991853,0.5376285991543217,-2.5939870595228327,-2.2621485140409483,-2.3447206265300906,1,2,1,0,0
-1.129092929246731,-1.1660204077550378,1.2144714802502687,-0.9860927664653102,-0.9391648504080464,0.32377821261084627,0.15882671138988558,-0.055677868300965175,0,0,1,0,0
0.36974948683854303,0.4712411459054113,-0.4534005882459218,0.6591773938312474,1.2108550796395676,-2.48287033870102,-1.7451254072010172,-1.971833196530125,1,2,1,0,0
-0.5887773530185584,-0.5574522729171545,0.555211158439198,-0.5710118656456817,1.6123265599932886,-0.01727507167481358,0.5404564624930076,-0.06842722423274854,0,0,1,0,0
-0.28546803908856766,-0.35104842925381924,0.0978417678140375,-0.3577127201690466,-0.7617767697922759,-0.5525344308922963,-0.40471225527310883,-0.0645296922941659,0,1,1,0,0
-0.5898257947998822,-0.5884822495388029,0.7731971994376179,-0.5325733160109863,-1.0108262247332136,-0.8757420235118037,-0.9130097834040278,-0.8085059908849925,1,0,0,0,1
1.819394582109048,1.7844153145853052,-2.2165848161614883,2.056834989290329,-0.5555565651405099,0.8941707180436118,0.7187776696621029,1.1592752402907451,1,3,0,0,1
-0.012346242311578812,0.034531536878220054,0.20652991074380023,0.24716338066458643,-1.5094067820932042,-0.676690874670315,-1.3719675622902678,-0.6245717221067718,1,1,0,1,0
-1.0375118983471119,-1.1475187820105346,0.7792901106058142,-1.0088693229539076,1.2973051800875128,-0.0072365219738410175,0.40857796971695276,0.05442879977980806,0,0,1,0,0
0.8084452127574439,0.7999051317228644,-0.6363648176541803,0.5938491188930061,1.4908223871406205,-0.9759300977814714,-0.5203374276097573,-0.8913518905705077,1,3,0,1,0
-1.1976688300985268,-1.1530081550019835,1.1546955327228041,-1.2035024810294526,0.4655194002772065,0.08012313566281523,-0.12249785882902901,0.016560354512524588,0,0,1,0,0
0.2059583774490233,0.20703609218642458,-0.4605028637130349,0.16782751916433866,0.9194007646902399,1.010131787020723,1.285635404232385,0.8795781784145649,0,2,1,0,0
-1.9230179839753518,-1.781227421947027,2.085841493378392,-1.50140727125201,0.5879601921558721,-0.918732843829567,-0.5198161326008298,-0.8107891900518659,0,0,1,0,0
-1.3030531401993586,-1.220812144627231,1.5207945416494475,-1.264330897213685,-0.42106247527418517,0.6744565814913323,0.602617380660638,0.7630347475756643,0,0,0,1,0
0.19417495962223927,0.19136848672357032,-0.00029329755336364113,0.44042865825768435,0.46115253531371514,0.06203154858185853,0.3313400847728398,0.11111535947049384,0,2,0,0,1
0.7259005974689509,0.7418578822345552,-0.6004662222378806,0.6349892367605129,1.1687510689229323,0.052409823934579367,0.39277389225673887,0.17239021136312582,1,3,0,1,0
0.16914703525927502,0.19607447730133248,-0.6347164567003141,0.10438778890457462,1.077259825675051,-0.36506934124455886,-0.10850760172371825,-0.7206570303438161,0,2,1,0,0
-0.11263390910601957,-0.07355036746096609,-0.15184832340661486,0.02450465845981668,-1.4474055405172177,0.8145555777683788,0.8278812853073557,0.9819821502057071,0,1,1,0,0
-0.2947063331429941,-0.4721037174098082,0.5605663051362322,-0.1620648457238128,-0.12577605929995306,0.7069764413126813,0.6335909345457741,0.47579066026774197,0,1,0,0,1
-1.4506467251515949,-1.4725152578340235,1.4401497797846419,-1.5109315046987712,-0.3518979093704022,-0.1373212154614328,-0.9366240609242613,-0.5388574767789811,0,0,0,1,0
-0.705808381301153,-0.8474939441149814,0.34707634930244724,-1.3447019012037098,0.8767044628413976,0.21548364721286659,-0.25749451817061647,0.6523083761419853,0,0,0,1,0
-0.4513312457851448,-0.32486454777601814,0.3203770087974611,-0.6266089399559199,0.008536710361079036,0.7826132877755269,1.0342224919236314,1.0766198151075357,0,1,0,1,0
1.0387434794294017,1.0257798795779831,-1.2519092524038407,1.0888152100041224,-0.5168502056422417,0.5711517765092763,-0.15013923244237518,0.5285878623839552,1,3,1,0,0
0.33825494116797,0.31646423782570404,-0.3815934413436462,0.03266286107901417,0.718546162874012,-0.31912444147491303,-0.24809467148616035,-0.04061224464927081,1,2,1,0,0
-1.729974845528911,-1.6332496513463792,1.69682178477245,-1.7995021423171347,-0.08775085599070787,1.226338274191835,0.7240049314428191,1.0641901270936038,0,0,0,0,1
0.3190769567427965,0.3574879863848335,-0.2925356210210734,0.3642265289163282,-0.8392601936801666,0.9097919624612452,0.495005516199711,0.7332657499362676,1,2,0,1,0
-0.3771530206930408,-0.4860374154973569,0.37101029133537866,-0.9608214988048539,1.356136974527385,2.218825539631791,2.4497234033073734,1.9303618167903958,0,1,0,0,1
-0.6636691396535332,-0.6676398038313541,0.9522467661366912,-0.7382603027044627,-1.3365941661393002,-1.6447757770441074,-2.0200586721917677,-1.704786372112211,0,0,0,0,1
0.6014231543121131,0.5642482447189905,-0.5324723708938947,0.341188226315448,-1.665526893096355,0.7395871327909537,-0.024316848316074537,0.6253871272639446,1,3,1,0,0
1.0130972936042204,0.8359553832870483,-0.9477112111765467,0.5477806421314734,-1.2296870859369824,1.2120436844767504,0.9489636614884094,0.9565788198033821,1,3,1,0,0
0.9151969240033089,0.8415247315533398,-0.7050099891126819,0.6895106623981534,-1.1613365851243047,1.0578249206601105,1.364337422960174,0.2865214965596846,1,3,1,0,0
-0.8230041450747781,-0.8370345133979504,0.7636871813677991,-1.0424711728680032,0.1355450834866623,-0.26252291990430415,-0.05047425741475054,-0.2959481411865219,0,0,0,0,1
-0.302667098728354,-0.31305174032789135,0.05472323352905086,-0.21751555943501247,0.43629258285945216,-1.4281122726004654,-1.417564684040592,-1.5826545486973542,0,1,0,1,0
0.32612545443102975,0.17860928498278944,-0.0928860144827477,0.41654145704357026,-0.17423546251605265,-0.0006433789231736072,1.6370456254425234,1.5870602774149751,1,2,1,0,0
0.9586544708529157,1.0645023580052873,-0.00029329755336364113,0.9981706383373637,-1.020951549077833,-0.5029279000370296,-0.23942702328908763,-0.5353240219033105,0,3,0,0,1
-0.46952859752726916,-0.4776816412795838,0.5077019067907091,-0.5904328164824886,-1.2702844938333442,-0.3073768572591415,-0.3236271806910567,-0.1366189082719852,0,1,0,1,0
-0.18136750169976606,-0.177578346079242,0.05689260978986832,-0.25456643733859313,-0.023414229304747746,-0.0006433789231736072,1.4928224081198929,2.0358611163874194,0,1,0,0,1
-1.0852489667666914,-1.0407263173493202,0.9865506751590806,-1.2539301723040026,0.23059765879642533,-1.3335982734159362,-0.9836391299289646,-1.5671609019619304,0,0,1,0,0
-1.1734812210797751,-1.2444612457045534,1.3714927290112833,-1.4930890062433173,-0.6752882216011811,0.8622949478252707,0.4530061708191731,0.49260790662085285,0,0,0,1,0
0.7986088865026673,0.837531815196905,-0.6218472121949516,0.5207642754429543,-0.9645983417018368,-0.7884814174868665,-0.9541392745589012,-1.0495943478235807,1,3,0,0,1
1.3324049175443642,1.2878329951379859,-1.209321751570973,1.0331399031876742,-1.449015561182311,-0.8115164063605343,-1.2254980684388899,-0.9783601272645204,1,3,1,0,0
-0.06979177480715423,-0.15782886348555156,0.2295583365796073,0.16491775004959963,-1.6372725972635256,0.17871867940068528,-0.0792540544478108,-0.009889144015527982,0,1,0,1,0
0.9861317020615828,1.0353841464076283,-0.8976668567910281,0.9053483249433278,-1.3619202071903902,0.7127044307270333,0.16374409209125684,0.8902274848879093,1,3,0,1,0
0.35594400571306156,0.4985081827895979,-0.33985897539290294,-0.07169903509852907,0.8423102138429929,1.0001288238695067,1.5134629512046511,0.9793904199761544,1,2,1,0,0
-0.6324470153454483,-0.5589363913133906,0.6113352182247276,-0.6699769792302338,-0.5365336909181723,1.1379204199493662,0.8645158681451606,0.6047098625573398,0,0,1,0,0
0.35570797179236807,0.44276841074612255,-0.12252882235470743,0.1364760182228465,-1.6332044910638945,-0.0006433789231736072,-1.1682166098145832,-0.9131765081810335,1,2,1,0,0
1.5108852097330632,1.4502804161212577,-0.00029329755336364113,1.467048500046847,0.03205429953757576,-1.197575572026476,-0.9037955410689088,-1.136876668342505,0,3,1,0,0
-0.03426774510523197,-0.19093435216964566,0.10803435714926994,-0.1964642144708651,0.12870410641084107,-0.35691982189778254,-0.1880025232345534,-0.5865334235552385,1,1,1,0,0
